sno,day,month,year,date,seiz_location,seiz_lat,seiz_long,seiz_district,seiz_state,seiz_country,product,iwt_number,iwt_indian_tft_number,iwt_quantity (kg),transport_involved,in_transit_location_type,last_transit_location,last_transit_district,last_transit_state,last_transit_country,sour_location,sour_district,sour_state,sour_country,destination1_location,destination1_district,destination1_state,destination1_country,destination2_location,destination2_district,destination2_state,destination2_country,group1,group1_number,group2,group2_number,group3,group3_number,species1,species1_number,species2,species2_number,species3,species3_number,species4,species4_number,species5,species5_number,media_link.1,media_link.2,media_link.3
99,27,September,2015,"September 27, 2015",Madurai International Airport,9.9252,78.1198,Madurai,Tamil Nadu,India,Live,247,247,NA,Air,In-transit (Airport),Chennai,Chennai,Tamil Nadu,India,NA,NA,NA,NA,NA,NA,NA,Sri Lanka,Kuala Lumpur,NA,NA,Malaysia,Tortoise/Hardshell Turtle,247,NA,NA,NA,NA,Indian star tortoise,247,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/cities/Madurai/man-remanded-for-smuggling-star-tortoises/article7700080.ece,NA,NA
100,NA,September,2015,"September , 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,276,276,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,276,NA,NA,NA,NA,Indian star tortoise,276,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/12/ON_THE_TRAIL_10.pdf,https://web.archive.org/web/20150905011430/https://www.maalaimalar.com/2015/09/02082230/276-star-tortoises-seized-in-M.html,NA
101,8,October,2015,"October 8, 2015",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,200,200,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Kuala Lumpur,NA,NA,Malaysia,Jakarta,NA,NA,Indonesia,Tortoise/Hardshell Turtle,200,NA,NA,NA,NA,Indian star tortoise,200,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/200-star-tortoises-seized-at-Chennai-airport-two-carriers-detained/articleshow/49275676.cms,NA,NA
102,22,October,2015,"October 22, 2015","Gangaghat, Shuklaganj",26.4747,80.3816,Unnao,Uttar Pradesh,India,Live,290,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,290,NA,NA,NA,NA,Spotted black terrapin,290,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/other-states/wildlife-smuggler-held-black-spotted-turtles-seized/article7798354.ece,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_11.pdf,NA
103,27,October,2015,"October 27, 2015","Anand Vihar Inter-State Bus Terminal, Delhi",28.7041,77.1025,Delhi,Delhi,India,Live,123,123,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,123,NA,NA,NA,NA,Trionychidae,123,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/delhi/Woman-arrested-in-ISBT-carrying-123-rare-turtles/articleshow/49574079.cms,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_11.pdf,NA
104,29,October,2015,"October 29, 2015",Bisauli,28.2978,78.9345,Budaun,Uttar Pradesh,India,Live,160,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,160,NA,NA,NA,NA,Unspecified,160,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_11.pdf,https://www.amarujala.com/uttar-pradesh/budaun/crime/160-rare-turtles-recovered-hindi-news,NA
105,5,November,2015,"November 5, 2015","Fifth Mile tribal settlement, near Adimaly",10.0115,76.9528,Idukki,Kerala,India,Live,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,7,NA,NA,NA,NA,Forest cane turtle,7,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/kerala/rare-species-of-turtles-seized-one-arrested/article7848831.ece,NA,NA
106,6,November,2015,"November 6, 2015","Huzurpur, Bahraich",27.5708,81.598,Bahraich,Uttar Pradesh,India,Live,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Bengal,India,NA,NA,NA,NA,Unspecified,35,NA,NA,NA,NA,Unspecified,35,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/bahraich/crime/smuggler-caught-with-35-turtles-hindi-news,NA,NA
107,15,November,2015,"November 15, 2015",Barharwa Railway Station,24.8566,87.7776,Sahibganj,Jharkhand,India,Live,305,305,NA,Rail,In-transit (Train station),Varanasi,Varanasi,Uttar Pradesh,India,NA,NA,NA,NA,NA,Malda,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,305,NA,NA,NA,NA,Trionychidae,305,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_11.pdf,https://www.telegraphindia.com/states/jharkhand/rare-turtles-seized-from-train-to-bengal/cid/1378624,https://www.livehindustan.com/news/jharkhand/article1-story-504566.html
108,24,November,2015,"November 24, 2015",Gihar Colony (House),27.2282,79.0252,Mainpuri,Uttar Pradesh,India,Live,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,12,Softshell Turtle,8,NA,NA,Spotted black terrapin,12,Trionychidae,8,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/mainpuri/crime/20-turtle-colony-recovered-from-gihar-hindi-news,NA,NA
109,9,December,2015,"December 9, 2015","Kathajodi river mouth, near Anlatunga village, Byalish Mouza area, Cuttack",20.4625,85.883,Cuttack,Odisha,India,Live,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,12,NA,NA,NA,NA,Indian narrow-headed softshell turtle,12,NA,NA,NA,NA,NA,NA,NA,NA,https://odishasuntimes.com/12-endangered-chitra-indica-turtles-seized-in-odisha/,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_11.pdf,NA
110,19,December,2015,"December 19, 2015",Nagla Rateh area,27.2285,79.025,Mainpuri,Uttar Pradesh,India,Live,124,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,100,Softshell Turtle,4,Unspecified,20,Spotted black terrapin,100,Trionychidae,4,Unspecified,20,NA,NA,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/124-turtles-recovered-from-Mainpuri-district-one-arrested/articleshow/50253741.cms,https://www.amarujala.com/uttar-pradesh/mainpuri/crime/124-turtles-caught-including-the-three-absconding-kingpin-hindi-news,NA
111,30,December,2015,"December 30, 2015",Mughalsarai Railway Station,25.2815,83.1198,Chandauli,Uttar Pradesh,India,Live,155,155,NA,Rail,In-transit (Train station),Sultanpur,Sultanpur,Uttar Pradesh,India,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,155,NA,NA,NA,NA,Trionychidae,155,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_11.pdf,https://www.amarujala.com/uttar-pradesh/chandauli/crime/155-turtles-seized-one-arrested-hindi-news,https://www.youtube.com/watch?v=6QDd6RXi1F0
112,3,January,2016,"January 3, 2016",Sasaram Railway Station,24.9539,84.0143,Rohtas,Bihar,India,Live,300,300,NA,Rail,In-transit (Train station),Allahabad,Allahabad,Uttar Pradesh,India,NA,NA,NA,NA,Asansol,Paschim Burdwan,West Bengal,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,300,NA,NA,NA,NA,Indian star tortoise,300,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dailypioneer.com/2016/india/3-women-arrested-with-300-rare-turtles-in-bihar.html,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_12.pdf,https://khabar.ndtv.com/news/india/3-women-arrested-in-bihar-with-300-rare-turtles-1261892
113,9,January,2016,"January 9, 2016",Katghar,28.8386,78.7733,Moradabad,Uttar Pradesh,India,Live,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,9,NA,NA,NA,NA,Trionychidae,9,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/moradabad/crime/police-caught-tortois-smugler-hindi-news,NA,NA
114,11,January,2016,"January 11, 2016",Dumka,24.2855,87.2419,Dumka,Jharkhand,India,Live,5000,5000,NA,Road,In-transit (Road),NA,NA,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,5000,NA,NA,NA,NA,Trionychidae,5000,NA,NA,NA,NA,NA,NA,NA,NA,https://indianexpress.com/article/india/india-news-india/jharkhand-rescued-tortoises-found-dead-days-after-release-in-dam/,https://indianexpress.com/videos/news-video/police-seize-5000-tortoise/,https://economictimes.indiatimes.com/news/et-tv/police-seize-5000-tortoise-in-jharkhand/videoshow/50563326.cms
115,16,January,2016,"January 16, 2016",Rudrapur near river,30.0668,79.0193,Udham Singh Nagar,Uttarakhand,India,Live,222,222,NA,Road,In-transit (Road),Auraiya,Auraiya,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,222,NA,NA,NA,NA,Trionychidae,222,NA,NA,NA,NA,NA,NA,NA,NA,https://www.jagran.com/uttarakhand/udhamsingh-nagar-police-found-222-turtle-from-smugglers-13453067.html,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_12.pdf,https://hindi.thequint.com/videos/over-200-turtles-worth-lakhs-rescued-from-being-smuggled
116,28,January,2016,"January 28, 2016",Saman Bird Sanctuary,27.2282,79.0252,Mainpuri,Uttar Pradesh,India,Live,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,52,NA,NA,NA,NA,Trionychidae,52,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/uttar-pradesh/mainpuri/crime/hundred-per-kg-were-sold-at-turtle-hindi-news,NA,NA
117,20,February,2016,"February 20, 2016","Kanjar colony, Karhal Tehsil",27.2285,79.025,Mainpuri,Uttar Pradesh,India,Live,605,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,605,NA,NA,NA,NA,Trionychidae,605,NA,NA,NA,NA,NA,NA,NA,NA,https://www.india.com/news/india/over-600-softshell-turtles-recovered-from-mainpuri-966704/,https://www.amarujala.com/uttar-pradesh/mainpuri/crime/kachhua-taskaree-ka-gadh-bana-mainapuree-hindi-news,https://www.facebook.com/AsianTurtleProgram/posts/1105348992832274/
118,3,May,2016,"May 3, 2016",Versova,19.076,72.8777,Mumbai,Maharashtra,India,Live,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,6,NA,NA,NA,NA,Indian star tortoise,6,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_13.pdf,NA,NA
119,11,May,2016,"May 11, 2016","Chetna College, Bandra",19.076,72.8777,Mumbai,Maharashtra,India,Live,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,6,NA,NA,NA,NA,Indian star tortoise,6,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dnaindia.com/mumbai/report-malad-resident-nabbed-while-trying-to-sell-protected-tortoise-2211814,NA,NA
120,30,May,2016,"May 30, 2016",Kilimanoor,8.5241,76.9366,Thiruvananthapuram,Kerala,India,Live,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,1,NA,NA,NA,NA,Indian star tortoise,1,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/cities/Thiruvananthapuram/attempt-to-sell-star-tortoise-four-held/article8670493.ece,NA,NA
121,2,June,2016,"June 2, 2016",Chandahandi,19.8459,82.4908,Nabarangapur,Odisha,India,Live,192,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,192,NA,NA,NA,NA,Trionychidae,192,NA,NA,NA,NA,NA,NA,NA,NA,https://indianexpress.com/article/india/india-news-india/district-zero-4-leopard-skins-live-pangolin-seized-in-nabarangpur-2842208/,NA,NA
122,17,June,2016,"June 17, 2016",Vikasnagar,30.3165,78.0322,Dehradun,Uttarakhand,India,Live,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,3,NA,NA,NA,NA,Indian roofed turtle,3,NA,NA,NA,NA,NA,NA,NA,NA,https://www.indiatimes.com/news/india/19-year-old-uttarakhand-boy-tries-to-sell-indian-roofed-turtles-on-olx-gets-arrested-256914.html,NA,NA
123,9,July,2016,"July 9, 2016",Dadar station,19.076,72.8777,Mumbai,Maharashtra,India,Live,3,3,NA,Rail,In-transit (Train station),Jhansi,Jhansi,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,3,NA,NA,NA,NA,Indian star tortoise,3,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mid-day.com/articles/mumbai-woman-caught-smuggling-rare-tortoises-at-dadar-railway-station/17418192,NA,NA
124,28,July,2016,"July  28, 2016",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,500,500,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malaysia,NA,NA,NA,NA,Tortoise/Hardshell Turtle,500,NA,NA,NA,NA,Indian star tortoise,500,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/500-live-star-tortoises-seized-at-Chennai-airport/articleshow/53451478.cms,https://www.youtube.com/watch?v=-P07j3E3pKc,NA
125,22,August,2016,"August 22, 2016",Chennai Central Railway station,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,150,150,NA,Rail,In-transit (Train station),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,150,NA,NA,NA,NA,Indian star tortoise,150,NA,NA,NA,NA,NA,NA,NA,NA,https://www.newindianexpress.com/cities/chennai/2016/aug/24/Railway-police-rescue-150-star-tortoises-concealed-inside-a-suitcase-1512509.html,https://twitter.com/ANI/status/768303334335799296,https://www.youtube.com/watch?v=yqSkPPHLnz8
126,22,August,2016,"August 22, 2016","Asian Aquarium, near Sidhapudhur",11.0168,76.9558,Coimbatore,Tamil Nadu,India,Live,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,2,NA,NA,NA,NA,Indian star tortoise,2,NA,NA,NA,NA,NA,NA,NA,NA,https://www.covaipost.com/coimbatore/exotic-star-turtle-sale-busted-at-asian-aquarium-sidhapudur-owner-arrested/,NA,NA
127,19,September,2016,"September 19, 2016","Airoli, Sector 1 near Gopinath Patil Parsik Janata Sahakari Bank Ltd, Mumbai",19.2183,72.9781,Thane,Maharashtra,India,Live,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,24,NA,NA,NA,NA,Indian star tortoise,24,NA,NA,NA,NA,NA,NA,NA,NA,http://www.afternoondc.in/city-news/indian-star-tortoise-rescued-from-dombivali/article_177254,https://timesofindia.indiatimes.com/city/mumbai/Star-tortoises-rescued-from-online-seller/articleshow/54450917.cms,https://www.hindustantimes.com/mumbai-news/protected-species-of-tortoises-seized-from-trader-in-navi-mumbai/story-sOlfyzhOXhEVYkcjFyEqpN.html
128,26,September,2016,"September 26, 2016",near Kizha Vaippur village,8.7642,78.1348,Thoothukudi,Tamil Nadu,India,Live,477,477,NA,Road,In-transit (Road),Chennai,Chennai,Tamil Nadu,India,Agra,Agra,Uttar Pradesh,India,NA,NA,NA,Sri Lanka,NA,NA,NA,NA,Tortoise/Hardshell Turtle,NA,Unspecified,NA,NA,NA,Red-crowned roofed turtle,NA,Spotted black terrapin,NA,Unspecified,NA,NA,NA,NA,NA,https://www.deccanchronicle.com/nation/in-other-news/290916/dri-seizes-terrapins-from-suv-after-ecr-chase.html,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_19.pdf,NA
129,1,October,2016,"October 1, 2016",Dadar station,19.076,72.8777,Mumbai,Maharashtra,India,Live,80,80,NA,Rail,In-transit (Train station),NA,NA,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,80,NA,NA,NA,NA,Indian tent turtle,80,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dnaindia.com/mumbai/report-rpf-seize-80-protected-turtles-at-dadar-station-2261032,NA,NA
130,13,October,2016,"October 13, 2016",Chhatrapati Shivaji Maharaj International Airport,19.076,72.8777,Mumbai,Maharashtra,India,Live,199,199,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Dubai,NA,NA,United Arab Emirates,NA,NA,NA,NA,Tortoise/Hardshell Turtle,199,NA,NA,NA,NA,Indian star tortoise,197,Spotted black terrapin,2,NA,NA,NA,NA,NA,NA,https://mumbaimirror.indiatimes.com/mumbai/other/cousins-caught-smuggling-rare-turtles-tortoises/articleshow/54860986.cms,NA,NA
131,22,October,2016,"October 22, 2016","Mullimetta village, near GK Veedhi, Visakha agency",17.6868,83.2185,Visakhapatnam,Andhra Pradesh,India,Live,220,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odisha,India,NA,NA,NA,NA,Softshell Turtle,220,NA,NA,NA,NA,Trionychidae,220,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_15.pdf,https://timesofindia.indiatimes.com/city/visakhapatnam/204-turtles-seized-in-Visakha-agency/articleshow/55008305.cms,https://www.youtube.com/watch?v=ArMq9qrTgdw
132,8,November,2016,"November 8, 2016","Gihar colony, Karhal tehsil",27.2285,79.025,Mainpuri,Uttar Pradesh,India,Live,711,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,711,NA,NA,NA,NA,Trionychidae,711,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_15.pdf,https://www.amarujala.com/uttar-pradesh/mainpuri/gihar-colony-raid-seized-705-turtles,https://www.indiatoday.in/pti-feed/story/over-700-flapshell-turtles-recovered-from-mainpuri-722186-2016-11-10
133,24,November,2016,"November 24, 2016",Barpeta,26.3216,90.9821,Barpeta,Assam,India,Live,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,5,NA,NA,NA,NA,Trionychidae,5,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_15.pdf,http://www.sawen.org/news/details/five-indian-softshell-turtles-seized-from-dhaba-,https://morungexpress.com/5-rare-turtles-seized-eatery-assam/
134,20,December,2016,"December 20, 2016",Indo-Bangla border,25.1786,88.2461,Malda,West Bengal,India,Shells/Bones,NA,NA,10,Road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/ON_THE_TRAIL_15.pdf,http://www.sawen.org/news/details/bsf-seizes-10-kg-of-tortoise-shells,NA
135,20,December,2016,"December 20, 2016","Ghuhupur, Baskhari Police Station, Ambedkar Nagar",26.4684,82.6915,Ambedkar Nagar,Uttar Pradesh,India,Live,485,485,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,485,NA,NA,NA,NA,Trionychidae,485,NA,NA,NA,NA,NA,NA,NA,NA,https://www.amarujala.com/photo-gallery/lucknow/tortoise-smuggling-in-uttar-pradesh,NA,NA
136,21,December,2016,"December 21, 2016","Blue Waves pet shop, Nalasopara West",19.076,72.8777,Mumbai,Maharashtra,India,Live,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,4,NA,NA,NA,NA,Indian star tortoise,4,NA,NA,NA,NA,NA,NA,NA,NA,https://www.mid-day.com/articles/mumbai-star-tortoises-rescued-pet-shop-nalasopara-owner-arrested-wildlife-protection-news/17853195,NA,NA
137,28,December,2016,"December 28, 2016",NA,NA,NA,NA,West Bengal,India,Live,803,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,803,NA,NA,NA,NA,Trionychidae,803,NA,NA,NA,NA,NA,NA,NA,NA,https://cidwestbengal.gov.in/achievement/achievement_list/achievement_details/70efdf2ec9b086079795c442636b55fb,NA,NA
138,29,December,2016,"December 29, 2016",Burdwan,23.2324,87.8615,Purba Bardhaman,West Bengal,India,Live,1850,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,1850,NA,NA,NA,NA,Trionychidae,1850,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/3000-freshwater-turtles-seized/articleshow/56284438.cms,NA,NA
139,29,December,2016,"December 29, 2016","near toll tax, Dafi Highway",25.3176,82.9739,Varanasi,Uttar Pradesh,India,Live,1959,1959,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,1959,NA,NA,NA,NA,Trionychidae,1959,NA,NA,NA,NA,NA,NA,NA,NA,https://www.jagran.com/lite/uttar-pradesh/varanasi-city-15287304.html,https://twitter.com/nitin79jhabbu/status/814060478561456133?lang=en,NA
140,1,January,2017,"January 1, 2017",Memari,23.1745,88.1047,Purba Bardhaman,West Bengal,India,Live,1625,1625,NA,Road,In-transit (Road),Sultanpur,Sultanpur,Uttar Pradesh,India,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,1625,NA,NA,NA,NA,Trionychidae,1625,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/3000-freshwater-turtles-seized/articleshow/56284438.cms,https://www.patrika.com/kolkata-news/tortoise-smuggling-racket-busted-in-west-bengal-1478708/,NA
141,4,January,2017,"January 4, 2017","Crawford Market, Mumbai",19.076,72.8777,Mumbai,Maharashtra,India,Live,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,15,NA,NA,NA,NA,Indian star tortoise,9,Pangshura sp.,NA,Crowned river turtle,NA,NA,NA,NA,NA,http://www.asianage.com/metros/mumbai/090117/three-in-14-day-custody-over-parrot-turtle-sale.html,https://timesofindia.indiatimes.com/city/mumbai/baby-parrots-turtles-rescued-from-crawford-market-during-raid/articleshow/56358612.cms,https://www.youtube.com/watch?v=L64na6DppPw
142,7,January,2017,"January 7, 2017",Gaighata PS area,22.9309,88.7308,North 24 Parganas,West Bengal,India,Live,1135,1135,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,1135,NA,NA,NA,NA,Trionychidae,1135,NA,NA,NA,NA,NA,NA,NA,NA,https://cidwestbengal.gov.in/achievement/achievement_list/achievement_details/70efdf2ec9b086079795c442636b55fb,https://cidwestbengal.gov.in/achievement/achievement_list/achievement_details/37693cfc748049e45d87b8c7d8b9aacd,NA
143,11,January,2017,"January 11, 2017","Gauriganj Town, Amethi",26.2073,81.6823,Amethi,Uttar Pradesh,India,Live,6430,6430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,"Bangladesh, Myanmar, China, Thailand, Hong Kong and other SE Asian Countries",Softshell Turtle,6430,NA,NA,NA,NA,Trionychidae,6430,NA,NA,NA,NA,NA,NA,NA,NA,http://www.asianage.com/india/crime/110117/6400-turtles-being-smuggled-abroad-recovered-in-major-haul.html,https://www.jagran.com/uttar-pradesh/amethi-truck-arrested-with-thousands-of-turtle-15355432.html,https://www.amarujala.com/photo-gallery/lucknow/stf-recovered-9000-tortoise?pageId=4
144,14,January,2017,"January 14, 2017",Seoraphuli GRPS area,22.7686,88.3216,Howrah,West Bengal,India,Live,505,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,505,NA,NA,NA,NA,Trionychidae,505,NA,NA,NA,NA,NA,NA,NA,NA,https://cidwestbengal.gov.in/achievement/achievement_list/achievement_details/70efdf2ec9b086079795c442636b55fb,NA,NA
145,19,January,2017,"January 19, 2017","Uchawade Cross, Khanapur Taluk",15.6407,74.517,Belgaum,Karnataka,India,Live,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,1,NA,NA,NA,NA,Trionychidae,1,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/hubballi/posing-as-customers-forest-dept-officials-nab-traders-of-rare-turtle-in-khanapur/articleshow/56652911.cms,http://www.newindianexpress.com/states/karnataka/2017/jan/18/two-arrested-in-karnataka-for-attempts-to-smuggle-turtle-1560968.html,NA
146,31,January,2017,"January 31, 2017",Sidlaghatta Taluk,13.3937,77.8653,Chikkaballapur,Karnataka,India,Live,280,280,NA,NA,NA,NA,NA,Andhra Pradesh,India,NA,NA,NA,NA,Delhi,Delhi,NA,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,280,NA,NA,NA,NA,Indian star tortoise,280,NA,NA,NA,NA,NA,NA,NA,NA,https://bangaloremirror.indiatimes.com/news/state/280-tortoises-rescued-in-chikkaballapur/articleshow/56879369.cms,NA,NA
